site,campus,site_name_old,site_name_for_figures,latitude_originalfromVRG,longitude_originalfromVRG,latitude,longitude,site_campus_unique_ID,latitude_old,longitude_old,mpa_group,mpa_type,site_status,secondary_mpa,secondary_status,MLPA_longterm_in_proposal,STATE,mlpa_region,LongTermRegion,analysis_region_2,subregion,MXSRVYDPT_,YEAR_MPA,MPAAreaNM2,MPAShoreNM,CDIP_MOP,time_series_category,NOTES,survey_1999,survey_2000,survey_2001,survey_2002,survey_2003,survey_2004,survey_2005,survey_2006,survey_2007,survey_2008,survey_2009,survey_2010,survey_2011,survey_2012,survey_2013,survey_2014,survey_2015,survey_2016,survey_2017,survey_2018,survey_2019,survey_2020,survey_2021,survey_2022,survey_2023,SurveyYears
Hawthorne Reef,RCCA,,Hawthorne Reef,,,33.747,-118.416,Hawthorne Reef RCCA,,,Point Vicente SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0
POINT_VICENTE_W,VRG,Point Vicente West,Point Vicente W,33.73974,-118.41369,33.73974,-118.41369,POINT_VICENTE_W VRG,,,Point Vicente SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,"f, ,s,u,z",,,"f, ,s,u,","f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",18
Point Vicente West,RCCA,,Point Vicente West,,,33.7397,-118.4137,Point Vicente West RCCA,,,Point Vicente SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,3,ETS-MLPA status changed based on conversations with RCCA,,,,,,,,,,,,,,,,,,,,,,,,,,0
ABALONE_COVE_KELP_W,VRG,Abalone Cove Kelp West,Abalone Cove Kelp W,33.73922,-118.38789,33.73922,-118.38789,Abalone Cove Kelp West VRG,,,Abalone Cove SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z",14
120 Reef,RCCA,120/OML,120 Reef,,,33.7379,-118.392,120 Reef RCCA,,,Abalone Cove SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
120_REEF,VRG,120 Reef,120 Reef,33.73749,-118.39227,33.73749,-118.39227,120_REEF VRG,,,Abalone Cove SMCA,SMCA,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,"f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z",13
Abalone Cove,RCCA,,Abalone Cove,,,33.7362,-118.376,Abalone Cove RCCA,,,Abalone Cove SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Point Vicente East,RCCA,,Point Vicente East,,,33.736,-118.4012,Point Vicente East RCCA,,,Point Vicente SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-MLPA status changed based on conversations with RCCA,,,,,,,,,,,,,,,,,,,,,,,,,,0
LONG_POINT_E,VRG,Long Point East,Long Point E,33.73595,-118.40122,33.73595,-118.40122,LONG_POINT_E VRG,,,Point Vicente SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,"f, ,s,u,z",,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",16
BUNKER_POINT,VRG,Bunker Point,Bunker Point,33.72465,-118.35317,33.72465,-118.35317,BUNKER_POINT VRG,,,Abalone Cove SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,"f,c,s,u,z",,,,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",14
3_PALMS_EAST,VRG,3 Palms East,3 Palms E,33.71762,-118.33215,33.71810456,-118.3326001,3 Palms East VRG,,,Abalone Cove SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",,,,,"f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",13
Pier 400,RCCA,,Pier 400,,,33.7163,-118.258,Pier 400 RCCA,,,,,,,,,CALIFORNIA,SOUTH,South Coast,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
WHITES_POINT,VRG,Whites Point,Whites Point,33.71397,-118.32116,33.71587645,-118.3253193,Whites Point VRG,,,Abalone Cove SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,3,ETS-Added 6/21 based on field waypoint files,,,,,,,,,"f, ,s,u,","f,c,s,u,z",", ,s,u,","f,c, , ,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",17
White Point,RCCA,,White Point,,,33.7135,-118.318,White Point RCCA,,,Abalone Cove SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LA Federal Breakwater,RCCA,,LA Federal Breakwater,,,33.7119,-118.242,LA Federal Breakwater RCCA,,,,,,,,,CALIFORNIA,SOUTH,South Coast,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
POINT_FERMIN,VRG,Point Fermin,Point Fermin,33.70667,-118.29928,33.70732309,-118.3001585,Point Fermin VRG,,,Abalone Cove SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,"f, ,s,u,","f,c,s,u,z",,"f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",16
Little Corona Del Mar,RCCA,,Little Corona Del Mar,,,33.5898,-117.8690,Little Corona Del Mar RCCA,,,Crystal Cove SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BUCK_GULLY,VRG,Buck Gully,Buck Gully,33.58706,-117.86904,33.58706,-117.86904,,,,Crystal Cove SMCA,SMCA,mpa,,,NO,CALIFORNIA,SOUTH,south Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,"f,c,s,u,z",,,,,,,,,,"f, ,s,u,z",2
Crystal Cove,RCCA,,Crystal Cove,,,33.5652853,-117.8382749,Crystal Cove RCCA,,,Crystal Cove SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
CRYSTAL_COVE,VRG,Crystal Cove,Crystal Cove,33.56275,-117.8377,33.56275,-117.8377,CRYSTAL_COVE VRG,,,Crystal Cove SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,2b,,,,,,,,,,,,,,"f,c,s,u,z","f, ,s,u,z",,,,,,,"f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",7
Seal Rock North Crescent Bay,RCCA,Seal Rock/South Crescent Bay,Seal Rock/South Crescent Bay,,,33.5452155,-117.8044345,Seal Rock North Crescent Bay RCCA,,,Laguna Beach SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shaws Cove,RCCA,Shaw's Cove,Shaw's Cove,,,33.544,-117.8,Shaws Cove RCCA,,,Laguna Beach SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Divers Cove,RCCA,Diver's Cove,Diver's Cove,,,33.5432,-117.797,Divers Cove RCCA,,,Laguna Beach SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Heisler Park,RCCA,,Heisler Park,,,33.541835,-117.7926397,Heisler Park RCCA,,,Laguna Beach SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
HEISLER_PARK,VRG,Heisler Park,Heisler Park,33.54039,-117.79189,33.54039,-117.79189,HEISLER_PARK VRG,,,Laguna Beach SMR,SMR,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,"f,c,s,u,z",,,,,,,"f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",6
LAGUNA_BEACH,VRG,Laguna Beach,Laguna Beach,33.53115,-117.78048,33.53026,-117.78096,LAGUNA_BEACH VRG,,,Laguna Beach SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,"f,c,s,u,z",,,,,,,,"f, ,s,u,z","f, ,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z",6
SBI_WEBSTERS_ARCH_N,UCSB,,SBI - Websters Arch N,,,33.4903,-119.049217,SBI_WEBSTERS_ARCH_N UCSB,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,21.3,0,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SBI_ARCH_POINT,VRG,SBI - Arch Point,SBI - Arch Point,33.48911,-119.02785,33.48911,-119.02785,SBI_ARCH_POINT VRG,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,12.8,0,13.2,1,,,ETS-Location changed based on mapping,,,,,,", ,s,u,z",,,,"f, ,s,u,z",,,,,,,,,,,,,,,,2
SBI_ARCH_POINT,UCSB,SBI_ARCH_POINT_N,SBI - Arch Point,,,33.48911,-119.02785,SBI_ARCH_POINT UCSB,33.4875,-119.027217,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,12.8,0,13.2,1,,,ETS-Location changed based on mapping,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SBI_ARCH_POINT_CEN,UCSB,,SBI - Arch Point CEN,,,33.485617,-119.028767,SBI_ARCH_POINT_CEN UCSB,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,8.8,0,13.2,1,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,5
SBI_ARCH_POINT_S,UCSB,,SBI - Arch Point S,,,33.482883,-119.029,SBI_ARCH_POINT_S UCSB,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,13.1,0,13.2,1,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,5
SBI_WEBSTERS_ARCH_CEN,UCSB,,SBI - Websters Arch CEN,,,33.480033,-119.0621,SBI_WEBSTERS_ARCH_CEN UCSB,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.3,0,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SBI_WEBSTERS_ARCH_E,UCSB,,SBI - Websters Arch E,,,33.478767,-119.05355,SBI_WEBSTERS_ARCH_E UCSB,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.3,0,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
Salt Creek,RCCA,,Salt Creek,,,33.4772,-117.727,Salt Creek RCCA,,,Dana Point SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCAI_JOHNSONS_ROCKS,VRG,SCAI - Johnson's Rocks,SCAI - Johnson's Rocks,33.47608,-118.58914,33.47573494,-118.5892412,SCAI - Johnson's Rocks VRG,,,Arrow Point to Lion Head Point SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,"f, , , ,",,,,,,,,,,,,,,,,,,,,1
SBI_GRAVEYARD_CANYON_N,UCSB,,SBI - Graveyard Canyon N,,,33.47515,-119.024767,SBI_GRAVEYARD_CANYON_N UCSB,,,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.3,2003,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SBI_GRAVEYARD_CANYON,VRG,SBI - Graveyard Canyon,SBI - Graveyard Canyon,33.47471,-119.02679,33.47471,-119.02679,SBI_GRAVEYARD_CANYON VRG,,,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.6,2003,13.2,1,,,,,,,,,,,,,,,,"f,c,s,u,z",,,,,,,,,,,,,1
SBI_GRAVEYARD_CANYON,UCSB,SBI_GRAVEYARD_CANYON_CEN,SBI - Graveyard Canyon,,,33.47471,-119.02679,SBI_GRAVEYARD_CANYON UCSB,33.473067,-119.02685,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.6,2003,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f,c, , ,","f,c, , ,",,,,,,,,,,,,,,,,4
SCAI_WEST_KELP,VRG,SCAI - West Kelp,SCAI - West Kelp,33.47219,-118.6031,33.47210105,-118.6035654,SCAI - West Kelp VRG,,,Cat Harbor SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,"f, , , ,",,,,,,,,,,,,,,,,,,,,1
SCAI_INDIAN_ROCK,VRG,SCAI - Indian Rock,SCAI - Indian Rock,33.46887,-118.52617,33.46887,-118.52617,SCAI_INDIAN_ROCK VRG,,,Arrow Point to Lion Head Point SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,,,,,,,,,,,,,"f, ,s,u,","f,c,s,u,z","f, ,s,u,z",,,,,,,"f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",8
SBI_SOUTHEAST_SEALION,VRG,SBI - Southeast Sealion,SBI - Southeast Sealion,33.46878,-119.02882,33.46878,-119.02882,SBI_SOUTHEAST_SEALION VRG,,,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,16.5,2003,13.2,1,,,,,,,,,", ,s,u,z",,,,,,,"f,c,s,u,z","f,c,s,u,z",,,,,,,"f,c,s,u,z",,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",7
SBI_SOUTHEAST_SEALION,UCSB,SBI_SOUTHEAST_SEA_LION_N,SBI - Southeast Sealion,,,33.46878,-119.02882,SBI_SOUTHEAST_SEALION UCSB,33.470617,-119.028117,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,16.5,2003,13.2,1,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,5
DANA_POINT,VRG,Dana Point,Dana Point,33.4616,-117.72145,33.46668,-117.72419,DANA_POINT VRG,,,Dana Point SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,South Coast,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,"f,c,s,u,z","f,c,s,u,z",,,,,,,"f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",7
SBI_SOUTHEAST_SEA_LION_CEN,UCSB,,SBI - Southeast Sealion CEN,,,33.4661,-119.027783,SBI_SOUTHEAST_SEALION_CEN UCSB,,,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,19.2,2003,13.2,1,,,there used to be benthic data in '07-'08,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SBI_SUTIL,VRG,SBI - Sutil,SBI - Sutil,33.46585,-119.04821,33.46585,-119.04821,SBI_SUTIL VRG,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,,,,,,,,,,,"f, ,s,u,z",,,"f,c,s,u,z","f, ,s,u,z",,,,,,,"f,c,s,u,z",,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",7
SBI_CAT_CANYON,VRG,SBI - Cat Canyon,SBI - Cat Canyon,33.46442,-119.04408,33.46442,-119.04408,SBI_CAT_CANYON VRG,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.6,0,13.2,1,,,,,,,,,,,,,,,,"f,c,s,u,z",,,,,,,,"f,c,s,u,z",,"f,c,s,u,z","f, ,s,u,z","f,c,s,u,z",5
SBI_CAT_CANYON,UCSB,SBI_CAT_CANYON_W,SBI - Cat Canyon,,,33.46442,-119.04408,SBI_CAT_CANYON UCSB,33.464417,-119.044083,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.6,0,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SBI_CAT_CANYON_CEN,UCSB,,SBI - Cat Canyon CEN,,,33.4644,-119.03915,SBI_CAT_CANYON_CEN UCSB,,,Santa Barbara Island SMR,SMR,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.9,0,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SCAI_SHIP_ROCK,VRG,SCAI - Ship Rock,SCAI - Ship Rock,33.46302,-118.4914,33.46302,-118.4914,SCAI_SHIP_ROCK VRG,,,Blue Cavern Onshore SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,2,,,,,,,,,,,,,,"f,c,s,u,z","f,c,s,u,z",,,,,,,"f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z",7
SBI_SOUTHEAST_REEF,VRG,SBI - Southeast Reef,SBI - Southeast Reef,33.46293,-119.03127,33.46293,-119.03127,SBI_SOUTHEAST_REEF VRG,,,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.9,2003,13.2,1,,,,,,,,,,,,,,,,,"f,c,s,u,z",,,,,,,"f,c,s,u,z",,"f, ,s,u,z","f, ,s,u,z","f,c,s,u,z",5
SBI_SOUTHEAST_REEF,UCSB,SBI_SOUTHEAST_REEF_CEN,SBI - Southeast Reef,,,33.46293,-119.03127,SBI_SOUTHEAST_REEF UCSB,33.462933,-119.031267,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,18.9,2003,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f,c, , ,","f, , , ,",,,,,,,,,,,,,,,,4
Ship Rock,RCCA,,Ship Rock,,,33.4628,-118.492,Ship Rock RCCA,,,Blue Cavern Onshore SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SBI_SOUTHEAST_REEF_S,UCSB,,SBI - Southeast Reef S,,,33.458967,-119.033183,SBI_SOUTHEAST_REEF_S UCSB,,,Santa Barbara Island SMR,SMR,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,SBI,21,2003,13.2,1,,,,,,,,,,"f, , , ,","f, , , ,","f, , , ,","f, , , ,",,,,,,,,,,,,,,,,4
SCAI_LION_HEAD,VRG,SCAI - Lion Head,SCAI - Lion Head,33.45387,-118.50253,33.45372752,-118.502483,SCAI - Lion Head VRG,,,Arrow Point to Lion Head Point SMCA,SMCA,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,ETS-Added 6/21 based on field waypoint files,,,,,,,,,,"f, ,s,u,z",,,,,,,,,,,,,,,"f, ,s,u,z",2
Lion's Head,RCCA,Lions Head,Lion's Head,,,33.45366804,-118.503756,Lions Head RCCA,,,Blue Cavern Onshore SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,ETS-Location changed based on mapping,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCAI_BIRD_ROCK,VRG,SCAI - Bird Rock,SCAI - Bird Rock,33.45217,-118.48767,33.45217,-118.48767,SCAI_BIRD_ROCK VRG,,,Blue Cavern Onshore SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,2,,,,,,,,,,,,,,"f,c,s,u,z","f, ,s,u,z",,,,"f, ,s,u,z",,,"f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z",8
Bird Rock,RCCA,,Bird Rock,,,33.4508,-118.488,Bird Rock RCCA,,,Blue Cavern Onshore SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Isthmus Reef,RCCA,,Isthmus Reef,,,33.4483,-118.491,Isthmus Reef RCCA,,,Blue Cavern Onshore SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SCAI_BLUE_CAVERN,VRG,SCAI - Blue Cavern,SCAI - Blue Cavern,33.44802,-118.47947,33.44802,-118.47947,SCAI_BLUE_CAVERN VRG,,,Blue Cavern Onshore SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,Cat I,19.8,1988,0,0,,2,,,,,,,,,,,,,,"f,c,s,u,z","f, ,s,u,z",,,,"f,c,s,u,z",,,"f,c,s,u,z","f, ,s,u,z","f, ,s,u,z","f, ,s,u,z","f,c,s,u,z",8
SCAI_BLUE_CAVERN,UCSB,CAT_PUMPERNICKEL,SCAI - Blue Cavern,,,33.44802,-118.47947,SCAI_BLUE_CAVERN UCSB,33.447831,-118.479494,Blue Cavern Onshore SMCA,SMCA,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,Cat I,19.8,1988,0,0,,,,,,,,,,"f, , , ,",,,,,,,,,,,,,,,,,,,1
SCAI_ISTHMUS_REEF,VRG,SCAI - Isthmus Reef,SCAI - Isthmus Reef,33.44782,-118.48932,33.44782,-118.48932,SCAI_ISTHMUS_REEF,,,Blue Cavern SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,southern Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f, ,s,u,z",1
SCAI_IRON_BOUND_COVE,VRG,SCAI - Iron Bound Cove,SCAI - Iron Bound Cove,33.4475,-118.57515,33.4475,-118.57515,SCAI_IRON_BOUND_COVE VRG,,,Cat Harbor SMCA,SMCA,reference,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,2b,,,,,,,,,,,"f,c,s,u,z",,,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z",,,,"f,c,s,u,z",,"f,c,s,u,z","f,c,s,u,z","f,c,s,u,z","f, ,s,u,z","f,c,s,u,z",10
Iron Bound Cove,RCCA,,Iron Bound Cove,,,33.4475,-118.5752,Iron Bound Cove RCCA,,,Cat Harbor SMCA,SMCA,reference,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CAT_INTAKE_PIPES,UCSB,CAT_INTAKE_PIPES_CEN,Catalina Intake Pipes,,,33.447386,-118.483264,CAT_INTAKE_PIPES UCSB,,,Blue Cavern Onshore SMCA,SMCA,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,Cat I,14,1988,0,0,,,,,,,,,,"f, , , ,",,,,,,,,,,,,,,,,,,,1
SCAI_INTAKE_PIPES,VRG,SCAI - Intake Pipes,SCAI - Intake Pipes,33.44708,-118.4851,33.44708,-118.4851,SCAI_INTAKE_PIPES VRG,,,Blue Cavern SMCA,SMCA,mpa,,,NO,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f, ,s,u,z",1
WIES Intake Pipes,RCCA,,WIES Intake Pipes,,,33.447,-118.485,WIES Intake Pipes RCCA,,,Blue Cavern Onshore SMCA,SMCA,mpa,,,YES,CALIFORNIA,SOUTH,South Coast,Southern Channel Islands,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
